id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,5.986499860741933,0.28196679130339664,0.41960407518026704,10.832288134622116,0.046696467650830506,55.477764268493914,150.59038511817673,0.9939458459367863,3.0921105494697887,0.5908468200244542,10.920675565504542,3
1,5.421363630514368,0.5276689232775625,0.1717271081801931,2.833311973414456,0.03475970827597848,34.808504430564646,126.73389132856293,0.9886685434348328,3.196534364328493,0.5279025265752241,13.261433918554657,8
2,7.079384521072431,0.2391949976418991,0.39615100528773844,1.7411358143912126,0.03521733948644263,31.588860350194835,127.23708488366796,0.9907048086002889,3.2932120318086677,0.4178382945068854,12.217271396663557,8
3,7.32485852537837,0.29367039492368746,0.3488676433630049,1.5980745090100492,0.054197236445237,32.27992328689256,148.2810223811128,0.9918284705470622,3.1813509886168374,0.46800399702950723,10.648563016702559,5
4,6.480896858726956,0.322426723739106,0.3475384245597291,5.607307464324085,0.043802051244306354,27.508773508095295,93.00070041235007,0.9919143297490006,3.283933701382317,0.604405289505357,11.983263336758883,7
5,6.257176179022441,0.2999324670302638,0.9107657501776407,8.307740733845508,0.03156666067204972,51.47069198461757,199.39191191533413,0.994013612382214,3.381976654006961,0.5005810860771357,11.666732862481997,6
6,7.008572232581539,0.3610612646302277,0.1344591011881366,11.805608501863466,0.04145794016964298,34.03179068361775,226.1613249291408,0.997717005165624,3.124335938216483,0.5054967794476932,8.805157188682625,5
7,7.599094075979741,0.2672219841792992,0.35849150714322997,1.8189067115217636,0.03138414556848381,6.453820642096252,106.50856679424025,0.9930457689152177,3.1481848709357507,0.3989712216403991,10.36084653166815,4
8,8.294490703445819,0.1772102121896175,0.30290744367542843,1.0099376379336176,0.0336171130654534,21.193526839320604,56.33161555583522,0.9908897069440804,3.019290396382644,0.5091395473429967,11.088501172533366,6
9,8.667757871188407,0.308906292799856,0.71547468233998,14.45353706350275,0.04267766404818919,27.44075878908632,189.6773535954198,1.0004749704816178,2.9620306530924188,0.8741191823639619,8.755311976994566,5
10,6.3713677087311344,0.13781633557488995,0.30388533556420116,1.1792681257617166,0.034166269309916904,52.38983507423965,136.37706238808548,0.9908342497245866,3.371391416468396,0.3506447655915741,11.467954137694926,7
11,6.705926207130177,0.5381784524453862,0.2761348183488175,5.064549251499289,0.05945554475880666,21.89794495359198,104.45983401502873,0.9948773543684553,3.262151050914823,0.37402590542756375,9.01957690753117,5
12,6.244789638815492,0.11494443158132829,0.353973027665588,2.1544990259572976,0.04397868022407503,47.78139906528326,145.17316295919483,0.9914345867010971,3.273273656656235,0.7406934833013759,11.338613780093436,7
13,7.544355747282157,0.2786576540431249,0.384154208031195,2.088240049518236,0.05194910124644957,22.80661159711193,116.75800282010643,0.9943027269986253,3.250892060946128,0.39747715084888324,10.49442846858399,6
14,5.8728328582367,0.21552094843762634,0.4528241717026127,22.686374274485594,0.11804603128113195,53.8132748545801,121.87798039154067,0.9963188701680972,3.1019969018444162,0.3468623938998856,12.829819876317254,5
15,6.472319990702812,0.2674604717331991,0.45091772850236694,8.347216246742535,0.04932743726630412,51.97183915831179,195.85442182036837,0.9957645405104614,3.1902820816516573,0.4691359637272536,9.45919808283282,5
16,5.212007267925818,0.2822163651678748,0.2858134248498326,5.600480154199754,0.034062864757079106,63.626738698087316,137.39397808055162,0.9894733418579846,3.1837770885429735,0.3380814236508326,12.46388046845974,8
